gene_name,Asn1,Asn2,Nitrate1,Nitrate2,Ni_N1,Ni_N2,Ni_SM1,Ni_SM2
Phatr3_J32923,795,565,802,1021,840,900,768,877
Phatr3_J43657,1753,1729,2490,3639,3538,2887,2074,2451
Phatr3_J43658,2594,1897,2943,3036,3167,3248,1883,2181
Phatr3_J9855,352,279,411,581,766,526,1979,2135
Phatr3_J9896,1878,1596,2437,2520,3446,2842,1425,1612
Phatr3_J18319,12882,14464,17372,28920,26627,24310,5573,7725
Phatr3_EG02112,949,1128,1139,1541,1629,1113,1404,1539
Phatr3_EG02111,1110,1028,1572,1794,1920,1504,1007,1034
Phatr3_J18323,671,706,816,1185,984,785,249,281
Phatr3_J43664,1911,1421,1536,1785,1866,1544,336,383
Phatr3_J43665,246,200,299,332,253,301,1541,1763
Phatr3_J43666,351,275,345,298,280,323,356,350
Phatr3_J43667,1318,969,713,982,1134,970,461,528
Phatr3_J10089,141,169,107,177,216,170,195,176
Phatr3_EG02380,3714,3176,5299,4956,5126,5155,4700,5312
Phatr3_J32938,404,374,447,374,417,434,438,617
Phatr3_J43671,3832,3337,2828,3068,3255,3153,2048,2442
Phatr3_J32940,1481,1264,1155,1368,1174,1420,624,920
Phatr3_EG02116,164,103,112,93,109,150,98,125
Phatr3_EG02117,226,188,168,153,195,229,146,211
Phatr3_J43673,643,586,200,217,266,239,159,194
Phatr3_EG02597,1813,1773,895,1469,1911,1304,17565,19457
Phatr3_J18335,1355,1501,1033,1726,2292,1428,3285,3580
Phatr3_J43676,449,538,188,285,280,255,329,353
Phatr3_J43677,225,286,84,162,222,205,218,201
Phatr3_J43678,428,355,337,363,386,311,547,603
Phatr3_J43679,2310,4638,224,113,312,105,1099,1335
Phatr3_J32949,1097,794,1226,1098,1291,1112,719,745
Phatr3_J43680,2947,1963,2490,2164,2710,2460,1885,1875
Phatr3_EG02596,600,442,348,454,500,529,500,584
Phatr3_J43682,296,190,192,262,242,309,644,701
Phatr3_J43683,860,1002,487,690,968,876,381,492
Phatr3_J43684,1078,1096,1082,1450,2160,1368,1074,1477
Phatr3_J43685,2394,2251,1902,1713,2138,1877,1325,1919
Phatr3_J43686,180,179,150,122,176,132,361,419
Phatr3_J43687,684,1458,87,54,54,43,2735,3051
Phatr3_J9706,458,444,213,213,197,174,123,149
Phatr3_J43688,649,471,760,527,577,570,1243,1425
Phatr3_J32960,237,223,146,166,154,182,147,110
Phatr3_J43689,2644,2569,3324,3568,4612,3313,1860,2036
Phatr3_J32962,507,364,581,386,599,396,336,473
Phatr3_J43690,1071,1182,436,708,684,651,427,566
Phatr3_J18337,4636,5511,2460,3563,3738,3562,1116,1349
Phatr3_J2738,1222,1087,947,1250,1342,1254,420,525
Phatr3_J43692,288,224,177,166,204,153,221,332
Phatr3_J43693,1624,1214,1126,1545,1519,1475,1321,1368
Phatr3_J43694,214,157,116,111,140,157,396,428
Phatr3_J43695,2279,1500,1378,1351,1741,1767,1451,1469
Phatr3_J32970,1230,919,1235,910,1244,900,735,825
Phatr3_J43697,760,636,866,960,1124,946,698,825
Phatr3_J43698,900,858,1238,1365,1369,1252,678,771
Phatr3_J43699,3799,3170,1790,2136,2004,2279,2173,2562
Phatr3_J18345,2004,1493,1804,1525,1542,1680,1243,1341
Phatr3_J43701,546,449,354,523,455,442,650,547
Phatr3_J32976,1195,950,485,1107,1045,910,868,1044
Phatr3_J54134,16316,16517,7914,12667,14645,11727,4223,4750
Phatr3_J43703,386,452,245,274,253,207,262,268
Phatr3_EG01517,402,313,261,334,335,328,222,282
Phatr3_EG01458,178,145,184,218,204,182,282,331
Phatr3_J1990,483,386,600,763,699,579,289,434
Phatr3_J43705,261,295,124,146,145,140,268,299
Phatr3_J50738,2928,3275,3291,4191,3851,4196,846,1077
Phatr3_J4025,1165,1710,879,1416,1359,1211,182,347
Phatr3_J43708,219,176,326,277,352,267,423,573
Phatr3_J32984,12,10,9,2,11,5,2,17
Phatr3_J43709,2099,1899,1265,1467,1855,1513,4603,4411
Phatr3_J41766,355,261,475,336,341,287,185,214
Phatr3_J43711,269,282,162,267,266,250,435,433
Phatr3_EG01512,1378,1269,1253,1404,1582,1442,1405,1648
Phatr3_J43713,1003,846,463,553,448,478,149,250
Phatr3_EG01467,1105,763,1904,1104,1740,686,418,414
Phatr3_EG01476,4720,3787,2657,2667,4022,3301,4744,4983
Phatr3_J43715,267,185,213,229,205,259,600,546
Phatr3_J32992,7,12,12,30,28,18,57,56
Phatr3_J43716,3370,4439,6115,6939,10185,4237,3894,5202
Phatr3_J9910,3333,2775,3028,3336,3792,3305,1972,2294
Phatr3_J43718,3347,2374,2756,2135,2862,2196,937,1184
Phatr3_J10029,812,771,468,689,670,628,843,1012
Phatr3_J43720,2190,2063,1484,1745,1910,2086,1513,1879
Phatr3_J6277,1195,978,743,735,826,867,337,381
Phatr3_J25495,378,304,214,294,336,383,442,459
Phatr3_EG02600,193,202,120,183,211,167,276,361
Phatr3_EG02598,472,313,330,424,368,396,256,346
Phatr3_EG02601,1142,1070,388,519,652,631,1170,1455
Phatr3_J43725,296,860,299,269,822,99,4237,5284
Phatr3_J43726,858,2415,1076,1494,2976,596,2567,3818
Phatr3_J43727,2302,2143,1738,1767,2381,1824,1905,2437
Phatr3_J33005,378,294,303,247,261,207,353,483
Phatr3_J33006,716,588,655,613,703,697,1566,1579
Phatr3_J33007,883,680,814,907,886,814,845,1093
Phatr3_J51560,0,0,0,0,0,0,0,0
Phatr3_J43729,1996,1918,1655,1821,2020,1764,414,468
Phatr3_J43730,618,583,515,690,630,656,532,630
Phatr3_J43731,242,212,219,203,305,212,286,307
Phatr3_EG02599,4002,4064,2335,3628,3964,3239,811,1126
Phatr3_J33013,631,457,541,536,761,719,598,737
Phatr3_J33014,871,705,878,718,1009,765,641,836
Phatr3_J54139,3733,2507,2675,2558,3338,2976,2414,2663
Phatr3_J33016,822,745,744,947,951,852,551,784
Phatr3_J33017,25764,24034,18387,26303,27971,22341,4974,5777
Phatr3_EG01540,2153,1313,2063,1575,1740,2237,1004,1114
Phatr3_EG01475,1084,889,1433,2232,1968,2001,448,500
Phatr3_J43737,6808,7053,5285,7969,7979,7375,2416,2515
Phatr3_J54143,5048,3013,3246,3028,3469,3053,2282,2378
Phatr3_J25506,3352,1683,1775,1722,1948,1927,553,754
Phatr3_J9731,799,912,716,925,896,849,611,806
Phatr3_J50741,490,403,318,411,389,390,232,281
Phatr3_J50742,6063,7501,8600,15809,14238,10882,3950,4805
Phatr3_J43741,718,531,531,645,684,548,929,987
Phatr3_J43742,735,512,525,704,687,691,847,1002
Phatr3_J33025,363,278,596,626,610,416,409,402
Phatr3_J43743,1491,1449,1502,1665,2045,1625,636,794
Phatr3_EG01453,127,389,165,842,741,319,335,570
Phatr3_J43744,2381,2692,2086,3549,4108,2884,2147,2479
Phatr3_J33028,50,33,241,64,119,38,21753,21514
Phatr3_J43745,900,848,574,697,625,619,687,625
Phatr3_J43746,2352,2056,1375,1959,2193,1674,8057,8713
Phatr3_J43747,133,187,83,91,197,121,305,363
Phatr3_J33032,501,427,361,434,444,453,427,515
Phatr3_J43748,548,465,357,429,410,399,771,912
Phatr3_EG01536,0,0,0,0,0,0,0,0
Phatr3_J43750,597,649,705,981,1246,719,619,801
Phatr3_EG02114,630,521,332,525,645,530,308,419
Phatr3_EG02113,1200,734,882,642,902,968,882,994
Phatr3_J33037,280,299,170,397,380,277,224,252
EPrPhatr3G00000013177,0,0,0,0,0,0,0,0
PTsRNA00027a,0,0,0,0,0,0,0,0
Phatr3_EG02120,2594,1395,2266,1721,2538,1777,1643,1546
Phatr3_EG02115,337,388,404,450,608,289,432,524
Phatr3_J9697,7499,8074,8074,9251,9624,9272,3229,4161
Phatr3_J43754,296,297,261,382,372,355,506,638
Phatr3_J43755,571,479,508,617,583,534,594,663
Phatr3_J9829,569,608,465,568,628,474,424,463
Phatr3_J9886,1490,1008,615,671,714,728,1264,1414
Phatr3_J43757,376,325,272,407,382,376,842,881
Phatr3_J33045,716,610,697,701,844,749,1095,1263
Phatr3_J33046,580,403,312,381,481,499,859,884
Phatr3_J25521,1077,942,1054,926,919,970,479,598
Phatr3_J43759,1318,1039,1170,1218,1325,1274,1404,1586
Phatr3_J43760,1750,1348,963,1062,986,936,574,578
Phatr3_J43761,588,379,284,353,359,314,147,153
Phatr3_J51570,512,415,389,387,328,401,184,250
Phatr3_EG01527,999,687,530,541,750,670,1004,1006
Phatr3_J43763,736,791,662,785,666,668,839,936
Phatr3_J43764,219,203,181,231,195,145,439,586
Phatr3_J33054,2,12,3,18,5,1,26,43
Phatr3_J43765,387,274,341,347,366,327,289,351
Phatr3_J43766,220,336,392,545,642,316,574,670
Phatr3_J18398,8427,7118,9106,10220,10606,10115,2964,3463
Phatr3_J5851,3543,3101,3264,3124,3385,3716,3059,3484
Phatr3_J18404,1293,1237,1339,1492,1500,1347,1090,1227
Phatr3_EG01537,590,424,576,499,550,483,374,485
Phatr3_J33060,749,628,664,757,836,616,561,681
Phatr3_J9806,625,612,549,626,658,619,226,296
Phatr3_J43770,448,443,321,566,551,376,280,386
Phatr3_J43771,233,279,595,403,732,293,11342,12055
Phatr3_J43772,887,905,843,1088,1716,1022,2039,2367
Phatr3_J43773,588,413,599,584,641,514,790,884
Phatr3_J43774,820,670,735,753,749,760,522,550
Phatr3_J43775,1032,814,1029,1355,1280,1171,442,515
Phatr3_J9984,499,471,438,527,562,455,419,524
Phatr3_J9894,1745,1710,1497,2009,2067,1647,730,928
Phatr3_EG01488,305,438,273,514,612,354,195,253
Phatr3_EG01526,2110,1637,1379,1138,1966,2022,2039,2201
Phatr3_J9912,280,272,235,360,369,277,908,1062
Phatr3_J43777,365,281,278,309,320,265,1258,1506
Phatr3_EG02376,1420,1102,924,1254,1338,1143,1763,1996
Phatr3_J43779,2282,1730,1205,1638,1633,1650,1296,1165
Phatr3_J9777,629,550,474,562,813,645,534,636
Phatr3_J33075,124,115,124,82,127,105,245,269
Phatr3_J10104,376,363,279,379,428,350,255,331
Phatr3_J33077,671,544,678,671,766,542,598,707
Phatr3_EG02378,1175,1259,575,677,594,634,585,635
Phatr3_J25551,3006,1878,1960,1924,2320,2277,1603,1491
Phatr3_J43785,276,287,250,384,349,306,172,269
Phatr3_J33082,0,0,2,0,0,0,0,1
Phatr3_J43786,3272,3557,3085,4919,4773,4232,1481,1598
Phatr3_J10524,2096,1771,1298,1313,1842,1743,1081,1316
Phatr3_EG01736,244,395,238,359,393,277,130,169
Phatr3_J43788,870,823,658,714,672,677,432,507
Phatr3_J4234,1092,1087,1052,1190,1293,1018,1217,1380
Phatr3_J33087,240,157,212,98,122,98,82,116
Phatr3_J33088,103,102,95,154,131,68,603,655
Phatr3_J43791,568,590,531,548,781,588,472,601
Phatr3_J43792,344,312,339,318,388,333,215,257
Phatr3_J7562,141,126,123,184,193,191,361,407
Phatr3_J43793,271,235,186,207,243,209,639,762
Phatr3_J43794,642,558,246,252,500,221,581,774
Phatr3_J54150,1641,1038,2598,3685,4162,2220,16087,16943
Phatr3_J43796,630,372,453,429,425,456,399,421
Phatr3_J43797,1413,876,790,1000,1445,1146,1831,2245
Phatr3_EG01719,1874,1455,1122,1670,1844,1501,1600,1985
Phatr3_J10367,1495,1074,1069,1223,1379,1423,769,831
Phatr3_EG01677,1045,702,835,608,759,850,672,766
Phatr3_J33099,408,322,525,434,524,472,175,236
Phatr3_J43799,411,287,847,406,613,352,301,315
Phatr3_EG01711,0,0,0,0,0,0,0,0
Phatr3_J43801,1942,1706,920,1824,1604,1444,808,943
Phatr3_J43802,1257,723,728,738,897,983,839,694
Phatr3_EG02142,18,16,6,16,21,16,4,6
Phatr3_EG02147,2274,1350,1282,1593,1880,1496,946,1097
Phatr3_J43804,47,30,34,19,31,56,164,155
Phatr3_J33106,2,0,0,4,2,8,15,18
Phatr3_J33107,13,9,2,6,9,3,14,9
Phatr3_J8543,439,319,429,287,403,354,607,808
Phatr3_EG01675,0,0,0,0,0,0,0,0
Phatr3_J10437,784,471,492,512,543,620,396,511
Phatr3_J33110,19,12,19,8,14,6,19,17
Phatr3_J33111,340,318,147,168,152,173,76,139
Phatr3_J43807,796,568,509,423,551,456,450,514
Phatr3_J43808,1563,1245,1529,1415,2225,1456,863,944
Phatr3_EG01694,42,47,20,23,63,32,189,267
Phatr3_J54151,3595,11028,4135,6259,11423,3249,5274,6387
Phatr3_J33116,427,574,396,664,808,504,1696,1959
Phatr3_J1764,481,510,219,432,417,370,749,769
Phatr3_EG01626,0,0,1,1,0,2,7,8
Phatr3_J33118,512,561,349,704,736,448,197,249
Phatr3_J5629,1260,703,774,771,1019,867,1090,1277
Phatr3_J33120,243,164,214,161,238,231,583,577
Phatr3_J43813,284,177,177,294,364,266,428,472
Phatr3_J43814,58,68,116,156,131,101,924,1059
Phatr3_EG01720,0,0,0,0,0,0,0,0
Phatr3_J43815,251,325,262,409,473,268,3359,4244
Phatr3_EG01716,0,0,0,0,0,0,0,0
Phatr3_EG01713,0,0,0,0,2,0,0,0
Phatr3_EG02157,0,0,0,0,0,0,2,0
Phatr3_EG02149,0,0,0,0,0,0,3,0
Phatr3_EG01643,0,0,0,0,0,0,0,0
Phatr3_EG01685,0,0,0,0,0,0,0,0
Phatr3_EG01637,3,0,0,0,3,0,7,16
Phatr3_J54153,708,802,848,1073,1226,675,16348,19832
Phatr3_EG01695,1,3,7,1,7,0,10,4
Phatr3_J43817,798,878,740,873,1079,774,1408,1790
Phatr3_J43818,75,63,53,94,106,75,356,393
Phatr3_J33128,55,44,29,37,39,25,56,51
Phatr3_J10271,319,259,207,267,285,319,214,256
Phatr3_J43819,1583,1138,1393,1317,1580,1482,1803,1904
Phatr3_J33131,2313,1500,1270,1404,1992,1447,1640,1662
Phatr3_J43821,795,483,517,501,596,484,2207,2357
Phatr3_J43822,667,628,246,299,306,290,82,139
Phatr3_J43823,1154,880,1095,1052,1218,989,179,197
Phatr3_J43824,1121,895,870,1084,1140,971,383,435
Phatr3_J10306,35,62,31,107,73,28,19,64
Phatr3_EG01646,0,0,0,0,0,0,0,0
Phatr3_J43825,103,83,56,81,112,90,71,99
Phatr3_J43826,572,430,436,395,450,492,571,642
Phatr3_J43827,985,1143,679,892,769,892,624,803
Phatr3_J43828,1779,1188,1159,1245,1437,1262,1188,1271
Phatr3_J33141,419,374,359,407,392,374,4250,4243
Phatr3_EG01718,0,0,0,0,0,0,6,3
Phatr3_J25572,689,539,456,430,517,534,688,859
Phatr3_EG02146,3332,2295,1837,2280,2879,2413,3119,3328
Phatr3_EG02141,4,5,7,5,5,9,83,112
Phatr3_J43831,3761,3784,4040,6760,6094,5836,1133,1447
Phatr3_J25577,5732,7427,5828,8196,8743,6215,1928,2671
Phatr3_J3140,620,698,259,535,546,455,128,192
Phatr3_J33147,456,385,173,256,306,302,139,112
Phatr3_EG01671,328,340,201,297,362,241,315,454
Phatr3_J25581,452,375,413,385,416,438,398,502
Phatr3_J43835,6575,5042,4296,5208,6568,5003,4007,4455
Phatr3_EG01747,132,90,129,107,108,132,116,105
Phatr3_J18458,3413,3498,3204,3894,4253,3174,2134,2617
Phatr3_J33150,6,4,3,2,0,2,8,5
Phatr3_J7088,3565,3289,1711,1743,1988,1811,1214,1462
Phatr3_J43838,1093,896,855,892,1005,914,1154,1256
Phatr3_J33153,1,2,0,0,1,1,8,14
Phatr3_J43839,1353,1066,828,892,983,947,853,856
Phatr3_J43840,7823,9226,9496,10380,11199,8697,2394,3367
Phatr3_J43841,13432,11354,11513,13896,14905,12368,5244,6421
Phatr3_J10593,3540,3449,3261,4373,4553,3513,2342,2746
Phatr3_J10544,624,857,180,320,264,273,217,130
Phatr3_EG02395,3352,2948,2330,3354,3553,2889,2299,2848
Phatr3_J18469,622,442,412,448,527,500,831,891
Phatr3_J43847,1437,810,819,821,973,890,1484,1452
Phatr3_J33163,346,285,376,363,371,299,449,516
Phatr3_J33164,418,320,356,314,299,281,148,198
Phatr3_EG01673,316,402,123,180,177,144,286,318
Phatr3_J18473,509,364,859,530,523,480,3362,3512
Phatr3_J43850,2237,1681,1808,1985,1883,2126,5541,6370
Phatr3_EG01653,26,51,22,64,57,19,6,26
Phatr3_J18475,157,181,78,345,250,149,44,78
Phatr3_J43852,2091,1903,1418,1340,1856,1288,3697,3822
Phatr3_J43853,386,373,241,391,525,314,229,270
Phatr3_J18481,152,132,107,102,149,110,72,102
Phatr3_J43855,507,444,325,356,382,388,224,259
Phatr3_J43856,3794,3720,1824,2492,2951,1961,3670,4258
Phatr3_J43857,666,567,741,744,863,554,449,571
Phatr3_EG01708,1087,955,809,610,935,722,2137,2108
Phatr3_J43859,888,820,731,814,832,899,811,883
Phatr3_J10243,244,164,148,118,124,142,271,298
Phatr3_EG01639,17,16,4,12,11,21,13,26
Phatr3_J43861,1098,798,996,819,917,941,990,1055
Phatr3_J43862,301,281,236,273,321,284,922,876
Phatr3_J43863,425,345,506,561,529,502,291,354
Phatr3_J10617,2533,2279,2210,2582,2670,2370,1185,1402
Phatr3_J43865,1016,905,397,516,628,553,367,420
Phatr3_EG01679,0,0,0,0,0,0,0,0
Phatr3_J33184,0,0,0,0,0,0,0,0
Phatr3_EG01631,0,0,0,0,0,0,0,0
Phatr3_EG01742,0,0,0,0,0,0,0,0
Phatr3_J18489,708,657,452,657,638,671,780,825
Phatr3_J33186,966,911,947,950,793,884,1208,1401
Phatr3_J43867,1151,821,680,898,918,780,687,930
Phatr3_J25619,724,488,906,895,975,954,1462,1427
Phatr3_J33189,234,331,257,249,327,227,118,142
Phatr3_J43869,541,391,403,421,498,473,231,223
Phatr3_J43870,288,286,168,190,250,182,106,123
Phatr3_J43871,648,506,431,561,547,528,768,815
Phatr3_J43872,911,583,1147,1016,1210,958,1340,1320
Phatr3_EG01729,33,13,44,12,20,19,31,14
Phatr3_J33194,927,668,793,865,1068,980,666,854
Phatr3_J33195,149,122,93,124,148,125,275,294
Phatr3_J43874,583,464,441,586,734,513,1774,1938
Phatr3_J10213,699,509,391,608,679,534,999,1100
Phatr3_J33198,465,505,457,510,701,475,612,774
Phatr3_J33199,299,224,334,289,433,398,382,439
Phatr3_J43877,717,587,442,594,687,665,587,580
Phatr3_J43878,1364,1139,912,1358,1196,1125,1725,1684
Phatr3_J10187,299,310,143,320,324,286,111,104
Phatr3_J43879,953,801,631,764,1017,854,2938,3036
Phatr3_J43880,1131,957,879,908,979,913,1776,2001
Phatr3_J43881,708,623,572,758,700,623,224,212
Phatr3_J33206,2040,1140,1187,1570,1480,1360,765,795
Phatr3_J10199,547,486,498,508,575,470,490,545
Phatr3_J33208,234,275,216,262,311,264,1122,973
Phatr3_J10659,1103,672,646,629,949,829,1589,1813
Phatr3_J10247,285,223,233,401,349,334,398,481
Phatr3_J43884,389,339,340,333,387,374,625,665
Phatr3_J43885,325,210,134,107,160,114,202,224
Phatr3_EG01672,373,413,487,679,666,507,265,327
Phatr3_J43886,304,258,274,389,343,349,258,283
Phatr3_J33214,491,461,539,542,544,483,541,702
Phatr3_J43887,1030,889,735,886,1094,918,714,950
Phatr3_EG01746,2595,1707,2046,2158,2336,2304,2881,3086
Phatr3_J33217,653,554,342,402,513,497,667,608
Phatr3_J33218,2046,1594,1419,1714,1945,1411,678,849
Phatr3_J10378,5891,4568,3295,4497,4708,3875,15197,16555
Phatr3_J10409,387,417,229,347,397,396,921,924
Phatr3_EG01709,28,17,15,19,11,18,57,71
Phatr3_J43891,781,802,566,688,1025,621,2005,2324
Phatr3_J43892,435,430,320,325,518,329,337,448
Phatr3_J5175,277,315,131,118,139,110,194,209
Phatr3_EG02629,383,344,265,325,313,334,171,241
Phatr3_J10350,808,620,529,674,785,702,330,317
EPrPhatr3G00000013123,0,0,0,0,0,0,0,1
PTsRNA00022a,0,0,0,1,0,0,0,0
Phatr3_J43896,2337,2126,2703,2846,2872,2660,1198,1224
Phatr3_J43897,2258,2303,1509,1731,1978,1324,2083,2319
Phatr3_J43898,170,151,139,201,192,196,80,114
Phatr3_EG02628,285,293,173,276,290,231,892,962
Phatr3_EG02627,81,71,91,80,86,61,252,312
Phatr3_J43900,1910,1978,1337,2106,2270,1785,1256,1410
Phatr3_J33231,992,797,536,983,863,799,494,617
Phatr3_J43902,989,741,887,821,1144,966,630,629
Phatr3_EG01715,0,0,0,0,0,0,0,1
Phatr3_EG01625,0,0,0,0,0,0,0,0
Phatr3_J43903,258,276,264,278,340,222,212,219
Phatr3_EG01712,450,307,316,370,452,381,226,277
Phatr3_J43904,606,741,508,750,1087,637,584,681
Phatr3_J43905,2437,1726,1232,1436,1801,1582,1162,1253
Phatr3_J43906,112,91,63,75,93,85,76,72
Phatr3_EG01674,435,401,356,563,503,375,356,434
Phatr3_J43907,192,171,242,276,256,168,242,385
Phatr3_J6974,1703,1279,1798,1165,1559,1449,750,759
Phatr3_EG01731,459,520,447,578,635,541,210,257
Phatr3_EG01738,2001,2294,2190,2443,3248,1350,1078,1623
Phatr3_J10356,998,1076,837,953,1134,863,1260,1466
Phatr3_J10319,5899,4697,4273,6406,6915,5757,5619,6039
Phatr3_J43911,432,460,180,220,462,191,2860,3668
Phatr3_J54164,1372,1279,933,1525,1499,1199,774,1028
Phatr3_J43913,503,307,454,497,469,428,762,1017
Phatr3_J1875,2362,2225,1540,1839,1831,1689,2278,2459
Phatr3_J18524,3083,3417,1530,2749,2324,2223,1210,1407
Phatr3_EG01684,0,0,0,0,0,0,4,8
Phatr3_J5508,168,104,113,102,145,101,484,472
Phatr3_J43917,553,388,241,273,308,306,4561,4213
Phatr3_J10499,1980,975,1182,1025,1361,1055,831,953
Phatr3_J43919,402,335,337,407,422,341,326,421
Phatr3_J50753,649,473,415,370,512,442,317,376
Phatr3_J33251,2,4,11,5,5,2,190,220
Phatr3_J43921,848,772,739,851,925,768,1487,1642
Phatr3_J43922,1985,1711,1326,1626,1913,1479,894,1116
Phatr3_J33254,1006,909,752,617,752,567,1603,2297
Phatr3_J43924,960,793,621,585,725,600,898,1146
Phatr3_J43925,188,230,202,173,247,176,386,450
Phatr3_J33257,3074,2765,1964,2010,2458,2400,1294,1459
Phatr3_J10291,1187,1574,727,965,1651,1308,948,1249
Phatr3_J18533,1638,1760,2563,2652,3057,2310,1259,1517
Phatr3_J33260,850,1341,1213,1330,1919,1033,2231,2155
Phatr3_J10458,303,292,265,357,383,292,386,455
Phatr3_J43931,108,122,128,110,112,75,553,605
Phatr3_EG01624,0,0,0,0,1,0,0,1
Phatr3_J10209,12169,9471,7564,10543,11153,9862,6158,6821
Phatr3_J43933,617,489,409,534,599,539,782,826
Phatr3_J43934,3328,2845,4269,5231,4937,5115,863,966
Phatr3_J33266,1231,1180,421,569,609,724,280,246
Phatr3_J33267,437,448,293,316,389,383,323,370
Phatr3_J25666,3226,4113,755,1183,1089,1274,393,491
EPrPhatr3G00000013145,1,1,0,0,0,0,0,0
Phatr3_J51591,746,640,583,476,568,539,463,502
Phatr3_J43936,2071,1172,1140,1440,1277,1414,392,491
Phatr3_J43937,1085,671,601,643,1013,647,317,385
Phatr3_J54168,1778,1723,1396,1602,1880,1561,455,545
Phatr3_J43939,18591,15615,16318,21320,23138,17464,7584,9923
Phatr3_J43940,2763,1831,2092,2337,2521,3089,1120,1269
Phatr3_J43941,1357,1406,1128,1994,1977,1481,600,738
Phatr3_J54169,2371,1890,1809,2863,2588,2482,1304,1634
Phatr3_J33277,369,324,273,378,366,268,339,334
Phatr3_J33278,0,0,0,0,2,0,0,1
Phatr3_J43943,0,0,0,0,2,0,2,0
Phatr3_J43944,6413,6209,4840,6902,7454,5624,3198,4096
Phatr3_J43945,2316,2622,2432,3493,3916,2622,1201,1370
Phatr3_J43946,387,307,294,311,323,286,245,248
Phatr3_J18549,1597,988,952,1204,1496,1104,488,644
Phatr3_J43948,494,322,319,332,358,431,830,882
Phatr3_EG01714,460,448,252,355,379,369,330,269
Phatr3_EG01676,22,41,20,25,34,12,25,49
Phatr3_J18551,452,555,314,648,687,503,224,284
Phatr3_J43950,1289,1087,1295,1465,1556,1419,672,790
Phatr3_EG01655,220,189,194,171,247,247,148,163
Phatr3_J43951,191,191,133,116,132,118,163,184
Phatr3_J41785,802,796,553,656,573,599,452,500
Phatr3_J43953,405,418,270,264,464,254,425,553
Phatr3_J10567,697,485,283,768,637,676,526,603
Phatr3_J43954,2820,2139,1358,1652,1878,1558,2423,2531
Phatr3_EG02154,1008,722,678,729,1168,923,819,870
Phatr3_EG02150,522,462,297,580,932,618,272,332
Phatr3_J43956,4254,2747,2714,3192,3735,3230,560,690
Phatr3_J43957,1469,734,632,983,818,697,773,935
Phatr3_J33295,1902,1462,1003,1360,1494,1342,836,842
Phatr3_EG01686,255,299,563,345,496,308,1198,1506
Phatr3_J7736,595,529,552,522,622,427,3159,3185
Phatr3_J43959,401,277,341,222,270,242,429,455
Phatr3_J43960,1103,743,989,740,758,849,1104,1205
Phatr3_J43961,135,141,561,140,210,128,2777,3058
Phatr3_J43962,301,177,280,186,247,231,295,329
Phatr3_J43963,426,305,307,373,379,386,282,349
Phatr3_J43964,407,440,729,853,910,839,1231,1288
Phatr3_J18559,11016,12097,11792,14637,15903,13815,3537,4574
Phatr3_J33304,3467,2278,3929,4242,4188,5210,3551,4080
Phatr3_J43966,419,330,211,401,499,357,666,712
Phatr3_EG01630,1907,1335,1270,1145,1428,1315,4351,4415
Phatr3_J43968,2010,1426,977,1260,1386,1242,1403,1583
Phatr3_EG01618,1037,1210,595,696,743,722,248,397
Phatr3_J43970,2217,1968,1011,880,987,1463,902,1157
Phatr3_J43971,122,355,97,444,385,57,288,398
Phatr3_J43972,566,384,696,841,956,714,510,615
Phatr3_J10584,544,476,473,491,578,493,446,594
Phatr3_J7544,426,372,361,389,463,379,295,377
Phatr3_J33313,132,98,147,160,149,119,175,180
Phatr3_J51597,3795,2421,2835,2704,3378,3149,703,748
Phatr3_J10321,3202,2717,2414,3527,3700,2680,2038,2785
Phatr3_J43975,643,396,389,466,518,530,416,400
Phatr3_J43976,752,574,883,787,704,627,1047,979
Phatr3_J33318,120,67,117,68,97,96,2748,2725
Phatr3_J18572,685,706,1117,720,918,709,4697,4257
Phatr3_J43978,509,1291,637,761,1424,275,1415,1703
Phatr3_EG01723,275,162,260,180,277,203,106,151
Phatr3_J10628,2565,1704,1808,2181,2808,1904,553,664
Phatr3_J800,2561,2230,1319,1345,1666,1646,1624,1990
Phatr3_J43981,602,474,391,527,519,500,331,376
Phatr3_EG01689,0,0,0,0,0,0,0,0
Phatr3_J33325,811,779,718,822,777,810,497,560
Phatr3_J43983,1703,1240,1537,1635,1714,1591,1087,1348
Phatr3_J33327,246,293,364,394,480,389,2308,2769
Phatr3_J18579,2149,2884,1187,1618,1478,1582,499,690
Phatr3_J33329,884,824,681,946,1068,984,762,886
Phatr3_J41790,2893,3299,1715,2339,2547,2034,2233,2928
Phatr3_J43987,496,407,341,366,469,391,314,404
EPrPhatr3G00000013171,0,0,0,0,0,0,0,0
PTsRNA00029a,0,0,0,0,0,0,0,0
Phatr3_J18585,5513,7090,6536,8247,9390,6962,2113,2822
Phatr3_J25714,9361,11907,9665,13321,12796,12585,2914,4002
Phatr3_J43990,879,841,829,793,985,866,689,860
Phatr3_J54175,1359,1131,1151,1233,1278,1229,1989,1951
EPrPhatr3G00000013150,0,0,1,5,1,0,1,7
Phatr3_J3692,1983,1409,1187,1267,1589,1445,2120,2361
Phatr3_EG01717,135,138,89,216,209,131,119,152
Phatr3_J10454,415,387,279,501,511,360,4257,4877
Phatr3_J43994,1686,1265,1124,1452,1531,1417,1356,1369
Phatr3_J33339,631,432,555,525,547,487,502,522
Phatr3_J10438,562,273,359,649,539,715,2115,2101
Phatr3_J43996,7217,4266,3869,4481,4567,4320,3627,4851
