gene_name,Asn_1,Asn_2,Asn_3,Nitrate_1,Nitrate_2,Nitrate_3,Ni_N1,Ni_N2,Ni_N3,Ni_SM1,Ni_SM2,Ni_SM3
Phatr3_J46383,496,447,579,428,637,378,593,468,750,342,459,615
Phatr3_EG02292,658,727,1332,695,695,1069,1178,793,1142,9353,10181,20697
Phatr3_J50964,3361,3519,4040,2739,4151,3212,4602,3214,5453,1753,2053,2809
Phatr3_J46387,605,447,746,402,419,294,480,513,699,555,586,1179
Phatr3_EG00727,49,40,84,41,55,26,40,59,44,40,73,85
Phatr3_EG00738,1,0,6,4,0,0,4,2,1,5,8,13
Phatr3_J27889,228,272,251,110,207,237,224,132,199,248,351,378
Phatr3_J46389,1742,1982,2873,1482,1637,1870,1659,1235,2040,5650,6340,11610
Phatr3_EG00722,714,632,853,435,572,504,746,728,942,766,615,1520
Phatr3_J46390,887,774,1371,560,740,395,814,691,986,928,966,2342
Phatr3_J13205,1631,1173,2103,1001,1329,864,1507,1340,1623,859,999,1975
Phatr3_J46392,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG00733,27,38,35,20,45,14,63,21,33,6,11,30
Phatr3_J36337,1895,1381,2715,1074,1543,1548,2049,1406,1965,272,313,734
Phatr3_EG00768,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J54569,104,48,127,77,39,103,82,54,69,112,156,240
Phatr3_J13158,387,329,431,330,375,356,369,340,513,233,213,399
Phatr3_J46394,566,683,557,400,742,13,712,775,1105,287,286,813
Phatr3_J46395,8791,6408,8414,9237,13049,6878,11628,10909,16356,1597,2030,3060
Phatr3_J1859,1342,1289,1955,792,954,944,1188,990,1272,1032,1139,2796
Phatr3_J20773,2398,2556,3117,1432,1972,197,1840,1893,2942,680,728,1582
Phatr3_J46398,1036,779,1705,746,785,513,845,751,1126,1184,1347,2852
Phatr3_J46399,2534,1709,3134,1784,1555,1171,1509,1892,2585,977,1158,2435
Phatr3_J46400,1283,991,1504,652,743,564,669,616,1169,888,1048,1996
Phatr3_J36347,3309,5761,2850,2138,9873,3709,7298,4285,8819,1175,1376,1367
Phatr3_EG00728,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J46402,1335,1123,1724,1004,1277,616,1181,1200,1944,523,605,862
Phatr3_J46403,511,606,843,445,506,686,795,364,580,287,378,673
Phatr3_J20779,847,875,1305,633,685,761,876,652,998,813,1106,1922
Phatr3_J46405,1484,883,1779,854,817,579,994,866,1226,1085,1176,3051
Phatr3_EG00763,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J46406,1713,1973,2091,1478,2200,1370,1890,1549,2667,17637,18892,41664
Phatr3_J27905,844,1034,1158,213,236,30,189,253,439,2231,2503,4953
Phatr3_J46408,538,450,794,452,441,311,571,548,846,1332,1356,3741
Phatr3_J46409,219,248,413,160,182,173,231,186,260,341,391,699
Phatr3_EG00757,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG00735,35,62,108,36,50,75,58,26,43,72,159,261
Phatr3_EG00765,111,64,174,61,66,61,80,104,140,547,470,2350
Phatr3_J36356,765,615,1048,663,684,613,733,685,927,353,352,944
Phatr3_EG00725,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J46411,5713,5952,7183,3544,5299,3275,6128,5211,8033,1838,2171,4215
Phatr3_EG00777,74,121,202,57,68,58,72,31,64,160,196,332
Phatr3_EG00726,568,461,817,354,325,262,420,406,528,219,220,611
Phatr3_J36358,88,56,183,78,83,39,70,82,115,353,377,1156
Phatr3_EG00746,3,9,7,0,7,3,8,9,9,28,31,96
EPrPhatr3G00000013170,2,6,13,9,11,1,6,0,2,5,7,42
Phatr3_J36359,593,503,855,433,405,278,536,453,698,850,824,1911
Phatr3_J54574,55,92,64,12,12,11,22,7,30,700,669,1619
Phatr3_J46415,1054,790,1256,929,979,394,862,968,1666,1036,1030,2334
Phatr3_J36362,5720,5475,7349,5331,5821,4601,6243,5421,8170,1657,2005,4205
Phatr3_EG00750,3,2,21,1,6,2,8,0,0,1,7,8
Phatr3_J20787,2813,4263,1932,2366,6698,2320,5437,3508,6271,1536,1960,1818
Phatr3_J46417,1261,945,1795,956,969,523,954,1047,1521,1157,1278,3406
Phatr3_J46418,2147,1941,2424,2986,4411,2796,4648,3382,5058,1453,1690,3414
Phatr3_J46419,972,728,1274,566,655,516,740,630,908,1451,1361,2894
Phatr3_J46420,5484,4686,7728,937,884,813,1226,872,1107,2877,2946,7437
Phatr3_EG02286,26156,71143,60529,64,82,7,51,71,75,379,525,611
Phatr3_EG00755,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_EG01997,720,442,1118,524,502,389,558,629,712,798,805,2595
Phatr3_EG01999,655,400,622,374,495,351,586,463,545,364,424,432
Phatr3_J46423,1601,1840,2395,1319,1494,1745,2256,1223,1781,5083,5678,11928
Phatr3_EG00740,323,201,479,299,205,238,254,172,226,486,602,1718
Phatr3_EG00737,395,262,460,418,297,484,488,286,387,881,982,2670
Phatr3_J1196,32,33,36,45,59,33,68,42,104,921,1083,2391
Phatr3_J46424,1129,978,1629,748,808,817,927,766,1029,1018,1043,1578
Phatr3_J46425,2111,1586,3180,942,894,887,934,924,1272,589,777,1612
Phatr3_J27923,9253,9457,10495,4437,6654,6731,7720,5075,9084,2516,3284,3947
Phatr3_J13076,9015,22448,16717,1300,2698,29,2756,2251,4076,1139,1995,1340
Phatr3_J46428,1113,950,1887,618,653,769,694,679,836,1074,1237,3302
Phatr3_J36377,490,289,572,252,287,107,228,326,538,242,191,632
Phatr3_J46429,1060,981,1296,604,800,487,782,652,1093,372,430,572
Phatr3_J46430,1210,748,1628,688,767,600,942,917,1160,528,551,1762
Phatr3_EG00739,23,14,18,5,12,27,13,12,28,11,21,23
Phatr3_J46431,56,52,89,53,53,48,44,51,89,458,468,1381
Phatr3_J36381,144,119,154,39,54,101,67,46,77,465,459,929
Phatr3_J13088,3398,4090,3638,2461,3698,657,3465,3049,5532,1167,1427,1788
Phatr3_J36383,876,724,1370,385,358,55,370,483,631,204,213,748
Phatr3_J46433,29486,26501,43159,38113,41097,29030,45316,32806,47759,10202,13153,24347
Phatr3_J46434,2531,1804,3116,1820,2145,1027,2569,2107,3151,4792,4885,11055
Phatr3_J36386,371,327,434,326,314,232,314,309,426,672,747,1228
Phatr3_EG00758,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J46435,368,291,504,101,140,168,129,133,189,150,177,410
Phatr3_J46436,3740,4178,4761,1639,3443,1692,2681,2355,3775,1869,2278,2927
Phatr3_J20809,3014,3581,3474,2620,3556,1275,3508,3531,5323,1513,1682,3426
Phatr3_J36390,217,195,232,70,170,163,144,143,222,2128,2351,3623
Phatr3_J46438,1305,992,1690,1346,1465,830,1386,1495,2110,1073,1159,3039
Phatr3_EG02291,1115,1121,1606,824,1203,962,1131,1010,1408,753,865,1286
Phatr3_J36394,1384,1145,1907,1209,1559,1363,1340,1496,2256,694,871,1277
Phatr3_J46440,1764,1391,2084,956,1201,695,1364,1212,1782,601,719,877
Phatr3_J13096,1343,1251,1831,930,1102,1194,1139,1065,1531,804,999,1293
Phatr3_J36397,1448,1181,1822,865,1278,591,1139,1107,1715,794,833,1449
Phatr3_J36398,436,385,451,278,381,181,319,337,476,186,280,272
Phatr3_J13001,12262,16966,15995,10748,11852,15569,21832,11469,16644,6329,8648,15510
Phatr3_J46444,2971,5769,4353,4111,5596,5604,8448,3033,4107,2356,3534,5558
Phatr3_J46445,66,40,54,35,44,52,70,40,67,185,178,349
PTsRNA00006a,4,0,16,0,5,0,5,3,1,0,12,26
Phatr3_J36402,413,363,516,238,301,240,333,300,435,652,685,1326
Phatr3_J36403,746,679,1115,939,964,806,965,855,1288,628,785,1060
Phatr3_J46446,629,517,832,558,671,668,637,574,1043,292,411,629
Phatr3_EG00753,0,0,0,0,0,0,0,0,0,0,0,7
Phatr3_J36405,2,0,0,0,0,0,0,0,0,0,1,0
Phatr3_J46447,217,188,409,118,128,106,138,126,146,499,491,1420
Phatr3_J46448,658,535,950,948,635,441,862,508,704,6897,7374,19061
Phatr3_EG00731,1957,1351,2384,1113,1564,1193,1710,1402,1991,744,981,1720
Phatr3_J50971,2877,3761,3968,2092,3312,2710,3692,2139,3636,1165,1703,2393
Phatr3_EG00747,1079,1133,1520,1100,1937,1141,2458,1588,2484,412,588,1016
Phatr3_J46451,366,314,487,219,330,197,377,314,506,303,279,456
Phatr3_J5808,346,310,451,155,136,100,201,156,263,381,394,779
Phatr3_J46452,1283,1135,1616,599,697,82,660,729,1151,307,330,520
Phatr3_J46453,1134,950,1373,640,624,276,730,685,963,456,479,1219
Phatr3_J46454,16077,12306,17849,19563,22540,14759,25899,22214,34071,3994,4675,8814
Phatr3_J46455,583,646,818,350,631,287,657,534,864,1384,1456,3944
Phatr3_J46456,118,71,138,106,87,103,108,132,204,252,315,618
Phatr3_J46457,1631,1203,2235,816,991,841,1170,1116,1362,1833,1973,4802
Phatr3_J46458,2845,1943,3347,1532,1871,3168,2310,1709,2672,562,749,1294
Phatr3_J12984,4908,4317,6055,3109,4585,4719,5100,3925,6169,2508,3076,4894
Phatr3_J46460,1774,1506,2235,987,1278,910,1497,1377,1787,1144,1206,2381
Phatr3_J36420,1217,1209,1395,1185,1359,478,1532,1305,1967,480,694,1167
Phatr3_J46461,1771,2408,2101,1037,1720,207,1583,1484,2457,729,1018,1447
Phatr3_J27956,1195,1212,1503,613,886,213,984,925,1387,631,813,1685
Phatr3_J36423,163,188,233,151,218,170,208,163,241,158,174,336
Phatr3_J36424,100,90,127,33,54,74,59,27,75,61,96,139
Phatr3_J36425,576,446,763,758,709,380,815,678,993,1120,1285,3279
Phatr3_J36426,995,726,1100,352,572,657,587,656,1149,692,773,1496
Phatr3_J46464,1057,751,1227,427,558,401,530,486,801,1320,1270,2634
Phatr3_J46465,1155,1387,1555,219,244,163,196,185,256,188,247,451
Phatr3_J20833,1125,955,1486,1181,1251,1020,1512,1227,1741,803,813,1464
Phatr3_J12981,1612,1381,2332,502,775,575,879,702,1031,948,1159,2333
PTsRNA00005a,0,0,0,0,0,0,0,0,0,7,2,7
PTsRNA00005b,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J46468,1239,1379,1689,1027,1532,772,1888,1434,2019,808,1066,2140
Phatr3_J20837,543,481,617,334,440,264,378,449,680,272,346,476
Phatr3_J46470,2356,2174,2579,1252,2050,1298,1990,1642,2739,2370,2641,3699
Phatr3_J36434,1350,1077,1878,1455,1392,972,1265,1170,1711,1975,2271,3981
Phatr3_J36435,28,25,45,47,28,97,43,33,63,12597,14146,29364
EPrPhatr3G00000013133,0,0,0,0,0,0,0,0,0,19,64,85
PTsRNA00037a,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J54586,3185,1970,3753,1999,2453,1741,2909,2423,3175,1120,1279,2520
Phatr3_J13167,5084,4726,4809,4131,5891,1906,6224,5277,8857,6096,6850,10323
Phatr3_J46474,204,135,178,163,209,24,155,178,292,346,258,599
Phatr3_J46475,1143,989,1615,609,925,703,943,781,1122,1735,1927,3139
Phatr3_J46476,2786,1644,3900,2488,2031,1355,2336,2003,2409,1476,1369,4855
Phatr3_EG00769,3555,2321,4693,1631,1661,1582,2349,2111,2782,1085,1194,3402
Phatr3_J46478,1179,734,1419,764,615,478,708,842,1149,692,714,2180
Phatr3_J36443,6,16,9,2,7,16,23,4,16,1,10,11
Phatr3_J36444,13,68,40,10,50,33,30,10,26,22,29,117
Phatr3_J46479,1411,1312,1721,823,1102,745,1157,1028,1483,863,886,2089
Phatr3_J36446,188,360,245,77,73,14,98,119,193,140,159,363
Phatr3_J13123,698,790,1044,367,373,139,482,415,585,244,260,765
Phatr3_J54588,477,672,788,377,527,556,695,499,721,658,689,1291
Phatr3_J36449,405,413,543,418,425,411,683,496,651,439,495,845
Phatr3_J54589,3233,3299,5463,5718,5090,1657,4947,3657,5530,1379,2088,3693
Phatr3_J46483,319,275,395,259,366,259,364,281,448,523,678,933
Phatr3_J46484,2944,2331,3740,2386,2529,2690,3758,2592,3651,2603,3215,6240
Phatr3_J46485,820,586,942,466,694,467,637,575,784,292,320,535
Phatr3_J46486,28,25,51,27,50,27,31,28,32,115,140,247
Phatr3_J46487,1670,1138,2106,399,425,289,525,330,551,679,886,1479
Phatr3_J46488,65,63,88,25,53,54,61,47,75,557,506,1196
Phatr3_EG00736,82,78,129,56,43,78,67,49,59,790,791,2824
Phatr3_J52058,10939,7320,13320,6344,7946,5547,9560,7132,9413,4245,5028,8220
Phatr3_J12969,723,418,650,889,1086,767,1172,1039,1400,424,418,1084
Phatr3_J46490,1272,814,1694,843,686,314,836,873,1213,604,565,2302
PTsRNA00008a,10,5,12,2,18,4,1,1,8,0,0,0
Phatr3_J46491,729,634,1007,434,738,289,635,623,1050,464,588,1106
Phatr3_J46492,61,57,39,55,36,207,103,54,65,1095,1256,2352
Phatr3_J46493,726,494,862,521,582,644,651,617,977,637,938,1220
Phatr3_J54590,844,858,958,923,1462,521,1360,1005,1809,788,864,2028
Phatr3_J54591,7084,4440,7926,4290,4476,3276,5085,4734,6085,8678,9092,23588
Phatr3_J46496,235,136,323,113,77,147,79,114,138,148,169,288
Phatr3_J46497,476,475,880,366,448,382,605,393,605,1219,1178,4144
Phatr3_J13093,5892,3396,8336,4420,4085,3085,3882,4184,5333,2000,2191,4729
Phatr3_EG02533,540,578,737,325,444,241,546,410,654,368,444,613
Phatr3_J36468,154,91,258,132,103,138,113,146,171,273,275,1443
Phatr3_J46500,328,253,405,210,305,368,319,363,453,524,520,1297
Phatr3_J46501,323,321,456,348,289,150,295,320,436,2980,3066,6342
Phatr3_J46502,6992,6290,7128,3339,6526,4177,6713,4799,8217,6635,8061,8842
Phatr3_EG00720,1461,969,1853,1240,1275,784,1329,1408,2100,784,766,2142
Phatr3_J5526,1707,1314,2080,1303,1469,2472,3046,1485,2007,4781,5425,11001
Phatr3_J36473,8,5,4,18,16,14,29,13,21,82,98,365
Phatr3_J46504,1507,1232,1990,1180,1345,1594,1665,1367,1940,2423,2776,6808
Phatr3_J27972,869,834,981,689,878,623,993,842,1129,1473,1679,2378
Phatr3_J36476,1165,1038,1468,812,920,474,919,846,1305,550,686,1933
Phatr3_J27976,5107,4056,5521,2167,3513,4533,4185,2477,4070,1436,1605,2278
Phatr3_J46508,14,35,29,9,20,33,29,7,47,61,43,128
Phatr3_J46509,722,581,1314,980,721,834,818,868,1168,433,547,1241
Phatr3_J5288,509,384,581,392,395,232,392,376,555,701,903,2062
Phatr3_J46511,55,81,125,96,59,43,64,64,74,236,253,855
Phatr3_J13095,2767,2500,3523,2230,2261,1558,2451,2500,3562,1641,1888,4571
Phatr3_J46513,5133,5152,7273,4194,5852,6036,6828,4099,7226,1104,1493,2217
Phatr3_J46514,1033,836,1460,673,740,575,788,731,1141,725,781,1589
Phatr3_J36485,957,780,1476,939,646,748,829,817,1085,489,607,1387
Phatr3_J20857,3690,2509,5692,2554,2213,1580,2574,2468,3247,4083,4140,13951
Phatr3_J46516,1616,1944,2068,454,538,60,563,701,1070,225,277,535
Phatr3_J13150,3382,3082,4038,2017,2658,1536,3164,2600,4266,1958,2390,5091
Phatr3_J46518,912,580,1294,730,641,638,885,764,996,461,525,1446
Phatr3_J46519,15,41,48,3,26,19,32,9,33,41,32,97
Phatr3_EG02287,949,833,1116,782,924,410,873,837,1342,455,604,1128
Phatr3_J46522,7839,6514,11633,6954,6395,2896,7879,7809,11017,3905,4307,10423
Phatr3_J46523,86,92,126,32,43,50,40,32,67,542,591,2010
Phatr3_J46524,735,710,1078,742,740,618,1024,691,1104,383,544,763
Phatr3_EG00759,392,381,488,2137,844,920,1852,485,1086,2725,3073,8789
Phatr3_J46526,1652,1636,2494,1544,1590,1988,2096,1481,2223,858,1186,2114
Phatr3_J46527,2797,1981,3707,1606,1790,2315,2459,1736,2524,2529,2875,5200
Phatr3_J36499,677,498,1040,707,627,468,858,692,1015,342,481,1351
Phatr3_J46528,56,78,59,43,75,52,79,41,96,124,148,345
Phatr3_J36501,679,592,1123,512,456,435,545,424,659,748,818,1786
Phatr3_J36502,842,634,1102,531,666,191,546,810,1097,342,364,758
Phatr3_J46529,47207,41392,59775,49214,53708,41519,65937,47769,73555,15918,19506,29992
Phatr3_J46530,756,646,911,424,646,350,561,553,768,5287,5421,10232
Phatr3_J46531,1030,1151,1597,890,1032,883,1158,933,1426,674,848,1370
Phatr3_J13169,2643,1508,3356,1517,1642,946,1724,1593,1999,1556,1750,4395
Phatr3_EG00770,100,62,95,51,88,34,133,87,73,27,39,39
Phatr3_J13125,488,552,800,411,518,598,685,477,704,864,1046,1964
Phatr3_J36508,90,71,119,59,53,125,78,69,96,215,224,411
Phatr3_J20872,1066,679,1161,1521,1213,843,1180,1106,1726,4773,4519,15657
Phatr3_J46535,1433,1431,2021,1064,1154,825,1810,907,1627,1511,2173,3524
Phatr3_EG02288,11820,12523,13590,11111,15579,5386,16075,12505,20581,3547,4139,7435
Phatr3_J46537,302,262,401,296,278,249,337,256,307,824,744,2203
Phatr3_EG00742,203,159,238,138,120,141,132,155,179,1235,1254,2414
Phatr3_EG00775,108,69,128,22,28,24,38,28,53,41,34,67
Phatr3_EG00745,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J36514,371,374,545,314,268,238,363,321,370,885,986,2214
Phatr3_J46539,724,1011,1223,946,466,422,630,342,640,341,539,1173
Phatr3_EG02531,1343,3551,3378,120,94,234,152,59,110,319,391,720
Phatr3_J36517,243,219,279,255,220,156,280,209,299,1030,1140,2257
Phatr3_EG00772,970,583,772,130,200,1496,239,251,321,1932,2001,7942
Phatr3_EG00764,348,208,489,269,199,254,233,226,336,2026,2033,6832
Phatr3_EG02540,1681,1214,2209,1096,1000,1040,1431,1193,1719,1295,1316,2130
Phatr3_J36520,49,30,79,34,30,19,36,39,34,6345,7216,9122
Phatr3_J46543,924,874,1188,560,844,603,929,756,1048,1055,1159,2520
Phatr3_EG02534,952,802,1114,929,856,498,922,860,1346,514,560,877
Phatr3_J46545,3269,2314,4213,2319,2358,1735,3166,2646,3226,2171,2330,4492
Phatr3_J46546,506,405,638,298,462,298,583,365,550,495,663,1453
Phatr3_J36525,586,500,761,391,527,258,581,515,697,359,525,1008
Phatr3_J46547,474,382,712,632,450,454,767,610,944,14005,14912,35146
Phatr3_J46548,2489,2809,2939,1610,2845,1908,3086,1891,3306,4742,5490,9029
Phatr3_J36528,5,0,3,7,1,15,10,2,9,476,417,2346
Phatr3_J36529,443,176,281,404,676,231,617,560,881,283,306,649
Phatr3_J54598,1238,803,1351,1087,1128,594,1039,1127,1827,3260,3221,10387
Phatr3_J36531,93,75,123,86,83,104,90,110,145,272,271,1103
Phatr3_J46550,877,676,1048,983,972,623,1014,899,1265,615,816,1505
Phatr3_J46551,74,67,125,53,103,112,97,87,125,47,82,200
Phatr3_J36534,638,431,875,523,557,379,587,639,885,248,291,801
Phatr3_J28009,1283,1231,1444,1173,1581,1035,2120,1539,2420,888,1124,1492
Phatr3_EG00721,0,0,0,0,0,0,0,0,0,0,0,5
Phatr3_J13208,145,101,214,131,124,113,127,182,236,129,154,245
Phatr3_J54599,1440,1006,1818,1077,1028,930,1137,1226,1675,1976,2144,5970
Phatr3_J46555,666,621,946,513,545,407,570,408,650,2576,3036,4971
Phatr3_J46556,385,291,682,368,255,379,423,279,478,1155,1224,3174
Phatr3_EG00719,3232,3174,4273,1634,2807,1817,3170,2580,4118,1262,1695,2485
Phatr3_J20885,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J46559,468,346,646,274,240,187,399,391,490,397,479,1028
Phatr3_J46560,304,175,402,133,104,123,190,142,201,103,115,327
Phatr3_EG00751,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J13119,186,151,196,191,181,98,210,168,274,115,115,281
Phatr3_J46561,102,56,132,104,76,51,70,87,153,66,107,121
Phatr3_J46562,1348,751,1180,708,672,725,1037,1049,1325,522,547,1011
Phatr3_J36547,19,14,16,23,14,7,38,18,35,23,36,73
Phatr3_J46563,1763,987,2025,819,783,530,929,915,1161,622,691,1527
Phatr3_J12963,373,290,458,395,353,256,372,379,561,342,380,1022
Phatr3_J46564,190,155,254,97,74,43,86,102,140,143,90,260
Phatr3_J46565,1312,850,1321,691,741,589,1141,1036,1434,571,536,1238
Phatr3_EG02529,553,453,898,501,490,609,511,548,733,420,490,1413
Phatr3_EG02530,845,720,1013,567,729,720,725,592,1061,2597,2976,4960
Phatr3_J46568,1622,1141,2102,1067,1069,918,1239,1222,1665,1242,1249,2912
Phatr3_J36555,327,290,428,350,345,229,370,271,400,291,303,287
Phatr3_J46569,603,436,829,316,324,337,433,409,561,747,843,1782
Phatr3_J46570,477,375,613,338,363,277,397,453,691,2075,1917,4398
Phatr3_J46571,963,842,1355,882,765,634,922,812,1107,824,1036,2791
Phatr3_J54602,13,10,22,20,33,45,39,24,47,378,475,667
Phatr3_J46573,301,290,426,226,235,202,288,235,315,485,647,1233
Phatr3_J13034,1151,1453,1296,696,1320,222,1260,882,1590,468,480,675
Phatr3_J3131,1639,1047,1724,908,906,218,717,995,1465,514,593,1030
Phatr3_J20893,619,652,843,398,513,162,555,490,686,401,464,1093
Phatr3_J46577,107,100,125,64,70,53,130,89,97,1176,1184,3002
Phatr3_J46578,1310,1121,2071,1344,1420,1153,1454,1356,1883,12076,13762,27306
Phatr3_J36566,585,496,677,419,621,334,498,566,745,936,999,2391
Phatr3_J46579,687,563,907,358,516,470,541,464,598,1079,1101,3294
Phatr3_J36568,0,0,0,0,0,0,0,0,0,23,36,272
Phatr3_J36569,242,166,316,180,119,75,113,160,221,176,144,524
Phatr3_J36570,388,302,506,188,202,138,205,266,339,465,571,1611
Phatr3_J46580,102,99,144,68,86,53,88,94,133,135,129,159
Phatr3_EG01996,1181,978,1493,794,781,606,985,1002,1444,1159,1236,2934
Phatr3_EG01995,251,151,423,167,165,122,199,189,273,549,533,2443
Phatr3_EG02432,1062,779,1153,536,670,626,917,731,963,1074,1126,2166
Phatr3_EG02430,408,339,378,214,409,276,508,321,356,258,280,361
Phatr3_EG00749,1754,2021,2194,1069,1915,1494,2123,1213,2023,1292,1353,3489
Phatr3_J12990,1598,1163,1894,861,1149,529,1238,1033,1707,1289,1372,2822
Phatr3_J36578,90,102,152,78,54,62,78,80,113,687,819,1735
Phatr3_J20899,629,469,638,347,393,315,501,458,690,4311,4263,9663
Phatr3_J46586,685,560,678,541,865,544,787,688,1153,363,405,727
Phatr3_EG02000,4,0,8,0,4,2,2,1,2,723,632,2963
Phatr3_EG01998,0,1,0,0,1,4,4,6,9,941,914,2409
Phatr3_J36582,114,105,169,162,126,57,117,154,175,125,169,541
Phatr3_J13073,1800,1240,1516,2766,3960,2454,3924,3515,5283,1699,2082,4219
Phatr3_EG00776,476,359,597,587,735,385,859,861,1012,1022,909,3456
Phatr3_J46588,1751,1132,2019,1146,1425,848,1649,1325,1881,1970,2183,5803
Phatr3_EG00760,862,969,958,645,1016,661,916,755,1236,2144,2575,2648
Phatr3_J5769,2605,2513,3005,2417,2933,1384,2918,2638,4182,1824,2180,3222
Phatr3_EG00718,910,589,793,550,681,451,626,611,990,1681,1682,4651
Phatr3_EG00779,1157,1019,1401,803,879,481,1014,696,994,1180,1303,3490
Phatr3_J36586,12,40,19,11,28,15,34,6,22,50,31,96
Phatr3_J20905,221,184,335,289,441,305,482,384,516,140,160,495
Phatr3_J13192,1608,1359,2284,791,1080,591,1224,1007,1431,929,1178,2312
Phatr3_J36589,294,227,363,165,161,129,214,238,313,1458,1412,3828
Phatr3_EG00724,189,136,234,87,115,146,110,120,195,207,228,515
Phatr3_J36590,2460,1921,3298,2138,1990,2734,2692,1872,3047,599,808,1402
Phatr3_J13057,4855,3612,6613,3671,3785,2351,5161,4173,5277,2592,2739,7485
Phatr3_J46593,2038,1732,2394,1691,1786,770,1665,1744,2615,5072,5653,14162
Phatr3_J12989,2703,2407,2851,1800,2869,2236,2897,2219,4032,985,1126,2474
Phatr3_J46595,2642,2333,3846,1667,1814,936,1911,1916,2943,1250,1431,2671
Phatr3_J36595,459,426,510,237,315,250,436,289,421,749,861,831
Phatr3_J13175,465,299,760,343,290,377,428,309,451,2771,2990,6850
Phatr3_J46597,129,112,186,95,90,87,123,119,197,1670,1558,6280
PTsRNA00036a,0,0,0,0,0,0,0,3,1,11,12,15
EPrPhatr3G00000013112,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J36597,9768,8037,9917,8719,14774,4679,15820,11666,18408,3171,3721,6400
Phatr3_J36598,133,94,129,169,134,44,119,124,169,146,174,269
Phatr3_J46599,7557,6104,8369,6279,7849,6046,8543,7208,10860,6079,7300,12134
Phatr3_J36600,6323,5892,9276,5796,7224,4568,7173,4742,6994,2826,3918,6290
Phatr3_J46600,1164,870,1252,856,1026,707,996,1011,1522,537,700,1066
EPrPhatr3G00000013103,0,0,0,0,0,0,0,0,0,0,0,0
PTsRNA00035a,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J46601,296,358,403,210,316,196,261,218,343,270,322,599
Phatr3_J46602,271,586,550,360,528,521,697,241,380,4148,4956,9438
Phatr3_J46603,141,116,161,104,50,73,73,68,119,244,316,581
Phatr3_J13028,411,325,443,226,349,391,423,283,492,249,225,431
Phatr3_J36606,314,325,516,261,207,203,278,243,273,306,328,822
Phatr3_J46605,97,111,109,71,90,180,134,81,154,295,279,1231
Phatr3_J36608,483,373,713,803,621,597,786,689,971,910,978,2325
Phatr3_J46606,2794,2062,3889,2154,2050,2378,2752,1880,2933,531,709,2098
Phatr3_J46607,47,37,74,17,37,49,33,20,34,2146,2439,5274
Phatr3_J36611,109,89,144,175,190,184,202,201,254,376,397,739
Phatr3_J46608,2934,2520,3593,1908,2692,1621,3206,2198,3381,2332,2887,5832
Phatr3_J13047,2491,2264,2746,2102,3138,2325,3140,2468,4437,1406,1629,4189
Phatr3_J46610,1071,927,1659,676,775,528,872,789,1059,1394,1425,3941
Phatr3_J12985,108,50,92,143,149,24,180,176,256,1933,1862,4862
Phatr3_J13107,2249,1169,1753,2146,2766,710,2242,2677,4755,5097,5723,11305
Phatr3_J46612,3310,2869,4276,2601,2985,1468,2968,2970,4827,4611,4811,12602
Phatr3_J46613,1793,1229,2106,1097,1509,928,1690,1491,2285,2178,2296,7832
Phatr3_J13114,581,444,760,337,486,325,386,462,632,353,412,988
Phatr3_J36620,271,223,442,257,308,166,319,273,395,175,256,371
Phatr3_EG00743,4040,3101,5201,2403,3226,2167,3478,3118,4365,1698,1938,4052
Phatr3_J46616,371,271,380,247,281,139,294,284,387,269,300,815
Phatr3_EG00774,6,9,13,2,5,3,10,0,3,18,13,89
Phatr3_J54611,1864,1019,2153,1123,950,833,1041,1210,1666,593,758,1457
Phatr3_J46618,1759,1614,2303,1219,1687,1334,1717,1664,2407,824,1118,1587
Phatr3_J54612,1170,691,1539,764,724,616,878,984,1310,352,370,945
Phatr3_J46620,560,425,891,453,429,381,497,341,562,954,1221,2007
Phatr3_J46621,745,574,974,561,593,658,683,520,814,577,640,1259
Phatr3_J36628,270,244,388,157,299,233,259,217,385,244,301,580
Phatr3_J36629,308,215,274,132,256,107,252,194,330,196,190,312
Phatr3_EG00754,341,217,464,234,184,167,255,247,346,300,375,747
Phatr3_J46622,954,720,1307,580,653,972,888,693,991,370,501,1022
Phatr3_J13157,1642,1443,2263,1622,1419,1145,1673,1364,1977,1011,1137,3069
Phatr3_EG02528,2031,1685,1877,1691,2292,1293,2497,1866,3236,1066,1131,1930
Phatr3_J36633,209,160,244,84,124,197,137,123,168,109,111,364
Phatr3_J36634,537,597,758,345,504,382,597,489,737,348,557,848
Phatr3_J36635,85,45,126,179,205,207,303,147,214,1230,1768,2582
